"","esv_id","kpcofgs","site_name","total_sample_number","total_percent_match","total_number_species"
"1092","ESV_027849","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","NDC",20,77.3,3
"1093","ESV_027850","Eukaryota, Oomycota, , , , , ","NDC",18,79.8,4
"1094","ESV_027851","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NDC",13,83.2,1
"1095","ESV_027852","Eukaryota, , , , , , ","NDC",9,75.5,5
"1096","ESV_027853","Eukaryota, unk_phylum, Bigyra, Thraustochytrida, Thraustochytriaceae, Schizochytrium, Schizochytrium sp. SEK 210","NDC",9,75.5,1
"1097","ESV_027854","Eukaryota, Discosea, unk_class, Longamoebia, Acanthamoebidae, Acanthamoeba, Acanthamoeba sp.","NVBR",374,93.3,1
"1098","ESV_027855","Eukaryota, Oomycota, unk_class, unk_order, unk_family, Haptoglossa, ","NVBR",259,80.4,3
"1099","ESV_027856","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",238,84.5,1
"1100","ESV_027857","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",127,85.8,1
"1101","ESV_027858","Eukaryota, Discosea, unk_class, Longamoebia, Acanthamoebidae, Acanthamoeba, ","NVBR",96,92.6,2
"1102","ESV_027859","Eukaryota, Oomycota, , , , , ","NVBR",54,81.6,13
"1103","ESV_027860","Eukaryota, , , , , , ","NVBR",44,75.5,7
"1104","ESV_027861","Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica","NVBR",40,81.6,1
"1105","ESV_027862","Eukaryota, Haptista, Haptophyta, Pavlovales, Pavlovaceae, , ","NVBR",23,70.6,2
"1106","ESV_027863","Eukaryota, , , , , , ","NVBR",22,76.1,6
"1107","ESV_027864","Eukaryota, Bacillariophyta, Mediophyceae, Cymatosirales, Cymatosiraceae, Minutocellus, Minutocellus polymorphus","NVBR",22,84,1
"1108","ESV_027865","Eukaryota, Oomycota, , , , , ","NVBR",22,82.8,3
"1109","ESV_027866","Eukaryota, Oomycota, , , , , ","NVBR",19,82.8,14
"1110","ESV_027867","Eukaryota, Haptista, Haptophyta, Prymnesiales, Chrysochromulinaceae, Chrysochromulina, Chrysochromulina parva","NVBR",18,80.4,1
"1111","ESV_027868","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",15,85.2,1
"1112","ESV_027869","Eukaryota, , , , , , ","NVBR",13,79.1,10
"1113","ESV_027870","Eukaryota, Evosea, unk_class, unk_order, unk_family, Squamamoeba, Squamamoeba japonica","NVBR",13,81.6,1
"1114","ESV_027871","Eukaryota, Oomycota, , , , , ","NVBR",13,81.6,12
"1115","ESV_027872","Eukaryota, Bacillariophyta, Mediophyceae, Hemiaulales, Hemiaulaceae, Eucampia, Eucampia zodiacus","NVBR",13,85.3,1
"1116","ESV_027873","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",12,83.9,1
"1117","ESV_027874","Eukaryota, unk_phylum, unk_class, unk_order, Apusomonadidae, Thecamonas, Thecamonas trahens","NVBR",11,95.1,1
"1118","ESV_027875","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",11,82.6,1
"1119","ESV_027876","Eukaryota, Oomycota, unk_class, Myzocytiopsidales, Myzocytiopsidaceae, Myzocytiopsis, Myzocytiopsis osiris","NVBR",10,73.6,1
"1120","ESV_027877","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",10,83.9,1
"1121","ESV_027878","Eukaryota, Rhodophyta, Florideophyceae, Ceramiales, Delesseriaceae, Phycodrys, Phycodrys isabellae","NVBR",9,82.2,1
"1122","ESV_027879","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",9,83.9,1
"1123","ESV_027880","Eukaryota, Oomycota, , , , , ","NVBR",8,80.4,3
"1124","ESV_027881","Eukaryota, , , , , , ","NVBR",8,78.5,13
"1125","ESV_027882","Eukaryota, Annelida, Polychaeta, unk_order, Capitellidae, Capitella, Capitella teleta","NVBR",8,84.5,1
"1126","ESV_027883","Eukaryota, Bacillariophyta, , , , , ","NVBR",8,83.4,2
"1127","ESV_027884","Eukaryota, , , , , , ","NVBR",8,79.8,40
"1128","ESV_027885","Eukaryota, Oomycota, unk_class, Pythiales, Pythiaceae, , ","NVBR",8,76.1,7
